text,label,source
"Hi, Give me a human agent. Please.",human_request,Concierge curated router examples
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",spam,UCI SMS Spam Collection
"Hi, Not sure what I need. I appreciate it.",ambiguous,Concierge curated router examples
"Hello, Do you have weekend appointments? Thanks.",faq,Concierge curated router examples
I need an employee to handle this. Can you help?,human_request,Concierge curated router examples
"Hello, I have multiple questions. Thanks.",ambiguous,Concierge curated router examples
"Hi, I am looking for a package for my company. Please.",sales_or_contact,Concierge curated router examples
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam,UCI SMS Spam Collection
"Hello, I need an employee to handle this. I appreciate it.",human_request,Concierge curated router examples
"Please, I need human support. Thanks.",human_request,Concierge curated router examples
"Hi, Do you have weekend appointments?",faq,Concierge curated router examples
"Hi, Where can I find your contact information? Please.",faq,Concierge curated router examples
"Hi, What areas do you serve? I appreciate it.",faq,Concierge curated router examples
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam,UCI SMS Spam Collection
"Hello, Hi there. Can you help?",ambiguous,Concierge curated router examples
"Please, Do you accept credit cards? Thanks.",faq,Concierge curated router examples
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,UCI SMS Spam Collection
"Hi, How does the booking process work? Please.",faq,Concierge curated router examples
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,UCI SMS Spam Collection
"Please, Hello. Thanks.",ambiguous,Concierge curated router examples
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam,UCI SMS Spam Collection
Can I change my appointment time? Can you help?,faq,Concierge curated router examples
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,UCI SMS Spam Collection
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,UCI SMS Spam Collection
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam,UCI SMS Spam Collection
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam,UCI SMS Spam Collection
"Please, How can I become a customer?",sales_or_contact,Concierge curated router examples
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,UCI SMS Spam Collection
Quick question: I want to talk to a human. Can you help?,human_request,Concierge curated router examples
How long does shipping take? Thanks.,faq,Concierge curated router examples
Connect me with someone now. I appreciate it.,human_request,Concierge curated router examples
"Hello, I need a manager. Can you help?",human_request,Concierge curated router examples
Quick question: Can you send me the subscription options? Thanks.,sales_or_contact,Concierge curated router examples
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam,UCI SMS Spam Collection
Quick question: Can you check this? Please.,ambiguous,Concierge curated router examples
Can I speak to a real person? I appreciate it.,human_request,Concierge curated router examples
"Hi, What now? I appreciate it.",ambiguous,Concierge curated router examples
"Please, Not sure what I need. Please.",ambiguous,Concierge curated router examples
"Please, Is parking available? Can you help?",faq,Concierge curated router examples
"Hi, Can someone call me about pricing? Please.",sales_or_contact,Concierge curated router examples
Do you provide support after purchase? I appreciate it.,faq,Concierge curated router examples
"Hi, This bot is not helping me. Please.",human_request,Concierge curated router examples
"Hi, Please escalate this to a person.",human_request,Concierge curated router examples
"Hello, Can you explain your return policy? Please.",faq,Concierge curated router examples
"Please, What areas do you serve? I appreciate it.",faq,Concierge curated router examples
Where can I find your contact information? Please.,faq,Concierge curated router examples
"Hello, Tell me more. I appreciate it.",ambiguous,Concierge curated router examples
"Hi, Connect me with someone now. Thanks.",human_request,Concierge curated router examples
"Hi, What are the membership options? Thanks.",faq,Concierge curated router examples
Quick question: Do you offer delivery? Can you help?,faq,Concierge curated router examples
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,UCI SMS Spam Collection
"Hello, Do you accept credit cards? Thanks.",faq,Concierge curated router examples
"Hi, Can a staff member reply? Please.",human_request,Concierge curated router examples
"Hello, Tell me more. Can you help?",ambiguous,Concierge curated router examples
"Hi, I need human support. I appreciate it.",human_request,Concierge curated router examples
Quick question: I need live support. Thanks.,human_request,Concierge curated router examples
Quick question: Do you provide support after purchase? Can you help?,faq,Concierge curated router examples
"Hello, I am interested in buying your service. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, Do you offer delivery? I appreciate it.",faq,Concierge curated router examples
Maybe later. Please.,ambiguous,Concierge curated router examples
Quick question: This is confusing.,ambiguous,Concierge curated router examples
"Please, Where are you located?",faq,Concierge curated router examples
Can someone call me about pricing?,sales_or_contact,Concierge curated router examples
"Hello, Can you check this? Thanks.",ambiguous,Concierge curated router examples
Quick question: I want to talk to a human. Thanks.,human_request,Concierge curated router examples
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam,UCI SMS Spam Collection
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam,UCI SMS Spam Collection
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,spam,UCI SMS Spam Collection
"Hi, Please connect me with an agent. Thanks.",human_request,Concierge curated router examples
"Please, I want to register for the service. Thanks.",sales_or_contact,Concierge curated router examples
"Hi, Can you send me the subscription options? Please.",sales_or_contact,Concierge curated router examples
"Hi, Please help me make a booking.",sales_or_contact,Concierge curated router examples
"Hello, Can I speak with sales? I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: Where are you located? Thanks.,faq,Concierge curated router examples
Quick question: Is parking available? Can you help?,faq,Concierge curated router examples
"Please, I need human support.",human_request,Concierge curated router examples
I want to talk to a human.,human_request,Concierge curated router examples
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam,UCI SMS Spam Collection
"Please, Can your team follow up? Thanks.",human_request,Concierge curated router examples
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,UCI SMS Spam Collection
"Please, I want to request a demo. Can you help?",sales_or_contact,Concierge curated router examples
Quick question: Can your team follow up? Can you help?,human_request,Concierge curated router examples
What services do you provide? Can you help?,faq,Concierge curated router examples
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam,UCI SMS Spam Collection
"Hi, Do you offer delivery? Thanks.",faq,Concierge curated router examples
"Please, Where can I find your contact information? I appreciate it.",faq,Concierge curated router examples
"Hello, I want to speak with customer service. Can you help?",human_request,Concierge curated router examples
Quick question: I would like to sign up. I appreciate it.,sales_or_contact,Concierge curated router examples
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam,UCI SMS Spam Collection
"Hi, What services do you provide? Please.",faq,Concierge curated router examples
"Hi, Do you accept credit cards? Thanks.",faq,Concierge curated router examples
Can you check this?,ambiguous,Concierge curated router examples
"Hello, Can you explain your return policy? Thanks.",faq,Concierge curated router examples
"Please, How much does the service cost?",faq,Concierge curated router examples
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,UCI SMS Spam Collection
"Hi, I have a question. Can you help?",ambiguous,Concierge curated router examples
"Hi, Hi there. Can you help?",ambiguous,Concierge curated router examples
"Please, Can you handle a few things for me?",ambiguous,Concierge curated router examples
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,UCI SMS Spam Collection
Quick question: I am looking for a package for my company. Please.,sales_or_contact,Concierge curated router examples
"Hi, Can I get a custom plan? Thanks.",sales_or_contact,Concierge curated router examples
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,UCI SMS Spam Collection
I have a question.,ambiguous,Concierge curated router examples
"Hi, I want to talk to a human.",human_request,Concierge curated router examples
This bot is not helping me. I appreciate it.,human_request,Concierge curated router examples
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,spam,UCI SMS Spam Collection
"Please, I am ready to purchase.",sales_or_contact,Concierge curated router examples
Quick question: How much does the service cost? Please.,faq,Concierge curated router examples
"Hi, Can I see your menu? Can you help?",faq,Concierge curated router examples
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,UCI SMS Spam Collection
How much does the service cost? Please.,faq,Concierge curated router examples
I need an employee to handle this. I appreciate it.,human_request,Concierge curated router examples
Quick question: Not sure what I need. I appreciate it.,ambiguous,Concierge curated router examples
"Hi, I need assistance. Thanks.",ambiguous,Concierge curated router examples
"Please, I want to schedule a consultation. I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: Hi there. Please.,ambiguous,Concierge curated router examples
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,UCI SMS Spam Collection
"Hi, I want to request a demo. Please.",sales_or_contact,Concierge curated router examples
Quick question: Can someone call me about pricing? Thanks.,sales_or_contact,Concierge curated router examples
"Hi, Please contact me for a quote. Can you help?",sales_or_contact,Concierge curated router examples
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam,UCI SMS Spam Collection
"Hello, I am ready to purchase. Please.",sales_or_contact,Concierge curated router examples
"Hi, Do you offer delivery? I appreciate it.",faq,Concierge curated router examples
"Hi, Can I see your menu? I appreciate it.",faq,Concierge curated router examples
What are the membership options? I appreciate it.,faq,Concierge curated router examples
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam,UCI SMS Spam Collection
Quick question: Can I see your menu? Please.,faq,Concierge curated router examples
"Hello, I want to talk to support. Please.",human_request,Concierge curated router examples
"Hi, Connect me with someone now. Can you help?",human_request,Concierge curated router examples
"Please, I am looking for a package for my company. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,UCI SMS Spam Collection
I want to schedule a consultation. Can you help?,sales_or_contact,Concierge curated router examples
"Hello, Can I reserve a spot for tomorrow? Thanks.",sales_or_contact,Concierge curated router examples
"Please, I am not sure. Thanks.",ambiguous,Concierge curated router examples
Quick question: Maybe later.,ambiguous,Concierge curated router examples
Quick question: Can you help me with this? Please.,ambiguous,Concierge curated router examples
Quick question: Can I see your menu? Thanks.,faq,Concierge curated router examples
Quick question: What areas do you serve? Can you help?,faq,Concierge curated router examples
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,UCI SMS Spam Collection
Tell me more.,ambiguous,Concierge curated router examples
Quick question: I have a problem. Please.,ambiguous,Concierge curated router examples
"Hi, This is confusing. Can you help?",ambiguous,Concierge curated router examples
What are your opening hours? I appreciate it.,faq,Concierge curated router examples
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,UCI SMS Spam Collection
"Hi, Can I speak with sales? Thanks.",sales_or_contact,Concierge curated router examples
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,UCI SMS Spam Collection
"Hi, I do not want the chatbot. I appreciate it.",human_request,Concierge curated router examples
"Hello, I need something. Please.",ambiguous,Concierge curated router examples
"Please, Can you check this?",ambiguous,Concierge curated router examples
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,UCI SMS Spam Collection
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,UCI SMS Spam Collection
"Hello, Can you help me with this? I appreciate it.",ambiguous,Concierge curated router examples
"Hi, I need a sales representative to contact me. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, How long does shipping take? Thanks.",faq,Concierge curated router examples
"Hello, Can I get a custom plan? Please.",sales_or_contact,Concierge curated router examples
"Hi, Do you accept credit cards? Please.",faq,Concierge curated router examples
"Hello, Hello.",ambiguous,Concierge curated router examples
I want to talk to a human. Can you help?,human_request,Concierge curated router examples
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,UCI SMS Spam Collection
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,UCI SMS Spam Collection
"Hello, Please take my number and call me back. Please.",sales_or_contact,Concierge curated router examples
"Hello, Transfer me to a representative. Thanks.",human_request,Concierge curated router examples
I have multiple questions. Please.,ambiguous,Concierge curated router examples
"Hi, Can a staff member reply? Can you help?",human_request,Concierge curated router examples
"Hi, Can I reserve a spot for tomorrow? Thanks.",sales_or_contact,Concierge curated router examples
"Please, What now? Can you help?",ambiguous,Concierge curated router examples
"Hi, How does the booking process work? I appreciate it.",faq,Concierge curated router examples
"Hi, Can you help me with this? Thanks.",ambiguous,Concierge curated router examples
"Hello, I want to request a demo. Please.",sales_or_contact,Concierge curated router examples
Quick question: I am interested in buying your service. Thanks.,sales_or_contact,Concierge curated router examples
"Hi, Can you handle a few things for me? Please.",ambiguous,Concierge curated router examples
Where are you located? I appreciate it.,faq,Concierge curated router examples
"Hi, Help. Can you help?",ambiguous,Concierge curated router examples
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,UCI SMS Spam Collection
I am interested in buying your service.,sales_or_contact,Concierge curated router examples
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,UCI SMS Spam Collection
Quick question: Can your team follow up?,human_request,Concierge curated router examples
"Please, What services do you provide? Please.",faq,Concierge curated router examples
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,UCI SMS Spam Collection
Quick question: Can I reserve a spot for tomorrow? I appreciate it.,sales_or_contact,Concierge curated router examples
"Hello, How does the booking process work?",faq,Concierge curated router examples
"Hi, Can you explain your return policy? Thanks.",faq,Concierge curated router examples
Quick question: I need a sales representative to contact me. Please.,sales_or_contact,Concierge curated router examples
"Please, How can I become a customer? Please.",sales_or_contact,Concierge curated router examples
"Please, I have multiple questions. Can you help?",ambiguous,Concierge curated router examples
"Hi, Can I speak to a real person? I appreciate it.",human_request,Concierge curated router examples
Quick question: Is parking available?,faq,Concierge curated router examples
"Please, I would like to sign up. I appreciate it.",sales_or_contact,Concierge curated router examples
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,UCI SMS Spam Collection
"Hello, Where can I find your contact information? Can you help?",faq,Concierge curated router examples
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam,UCI SMS Spam Collection
"Please, I am not sure. Can you help?",ambiguous,Concierge curated router examples
"Hi, Tell me more.",ambiguous,Concierge curated router examples
Quick question: I need human support. Thanks.,human_request,Concierge curated router examples
"Hi, Can someone from your team help me? Thanks.",human_request,Concierge curated router examples
"Please, Where can I find your contact information?",faq,Concierge curated router examples
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,UCI SMS Spam Collection
"Please, I have a problem. Can you help?",ambiguous,Concierge curated router examples
"Please, I want to talk to a human. Please.",human_request,Concierge curated router examples
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam,UCI SMS Spam Collection
I would like to sign up. Thanks.,sales_or_contact,Concierge curated router examples
"Hi, Can you explain your return policy? I appreciate it.",faq,Concierge curated router examples
"Hello, Help. I appreciate it.",ambiguous,Concierge curated router examples
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,UCI SMS Spam Collection
"Hi, Can I speak with sales? Can you help?",sales_or_contact,Concierge curated router examples
Please take my number and call me back. Can you help?,sales_or_contact,Concierge curated router examples
Quick question: Not sure what I need. Please.,ambiguous,Concierge curated router examples
"Please, Can you handle a few things for me? Thanks.",ambiguous,Concierge curated router examples
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam,UCI SMS Spam Collection
"Hello, Give me a human agent. Can you help?",human_request,Concierge curated router examples
Not sure what I need. Thanks.,ambiguous,Concierge curated router examples
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,UCI SMS Spam Collection
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,UCI SMS Spam Collection
"Hi, Do you offer delivery?",faq,Concierge curated router examples
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam,UCI SMS Spam Collection
Please help me make a booking. I appreciate it.,sales_or_contact,Concierge curated router examples
"Please, Tell me more. Please.",ambiguous,Concierge curated router examples
Quick question: I want to register for the service. Please.,sales_or_contact,Concierge curated router examples
"Please, What is included in the package? Please.",faq,Concierge curated router examples
"Hello, Can someone from your team help me? I appreciate it.",human_request,Concierge curated router examples
Not sure what I need. Can you help?,ambiguous,Concierge curated router examples
Please take my number and call me back. I appreciate it.,sales_or_contact,Concierge curated router examples
"Please, How can I become a customer? Can you help?",sales_or_contact,Concierge curated router examples
Quick question: I have multiple questions.,ambiguous,Concierge curated router examples
"Please, This is confusing. Thanks.",ambiguous,Concierge curated router examples
"Please, I want to start today. Can you help?",sales_or_contact,Concierge curated router examples
I need an employee to handle this.,human_request,Concierge curated router examples
Quick question: I want to order this product.,sales_or_contact,Concierge curated router examples
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam,UCI SMS Spam Collection
What services do you provide? Please.,faq,Concierge curated router examples
"Please, I am not sure.",ambiguous,Concierge curated router examples
"Please, Can I change my appointment time?",faq,Concierge curated router examples
Do you accept credit cards? Thanks.,faq,Concierge curated router examples
"Hi, I need assistance. Please.",ambiguous,Concierge curated router examples
Do you provide support after purchase? Please.,faq,Concierge curated router examples
"Hi, Can someone call me about pricing? I appreciate it.",sales_or_contact,Concierge curated router examples
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam,UCI SMS Spam Collection
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,UCI SMS Spam Collection
"Please, I want to talk to support. Please.",human_request,Concierge curated router examples
"Hello, Not sure what I need.",ambiguous,Concierge curated router examples
"Hi, Please take my number and call me back. Thanks.",sales_or_contact,Concierge curated router examples
"Hello, I am interested in buying your service. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam,UCI SMS Spam Collection
"Hello, I need human support. Please.",human_request,Concierge curated router examples
"Please, What is included in the package? I appreciate it.",faq,Concierge curated router examples
"Please, Can your team follow up? I appreciate it.",human_request,Concierge curated router examples
"Please, Can your team follow up?",human_request,Concierge curated router examples
I would like to sign up. Please.,sales_or_contact,Concierge curated router examples
Quick question: Do you provide support after purchase? I appreciate it.,faq,Concierge curated router examples
"Hello, What services do you provide? Can you help?",faq,Concierge curated router examples
"Please, I do not want the chatbot. Can you help?",human_request,Concierge curated router examples
I need live support. Thanks.,human_request,Concierge curated router examples
I have a question. Please.,ambiguous,Concierge curated router examples
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam,UCI SMS Spam Collection
"Hi, Can I reserve a spot for tomorrow? Can you help?",sales_or_contact,Concierge curated router examples
"Hello, I do not want the chatbot.",human_request,Concierge curated router examples
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam,UCI SMS Spam Collection
I need human support. Thanks.,human_request,Concierge curated router examples
"Please, Can you help me with this? Thanks.",ambiguous,Concierge curated router examples
"Hello, I want to order this product. Thanks.",sales_or_contact,Concierge curated router examples
"Hi, I have multiple questions.",ambiguous,Concierge curated router examples
"Hi, I am ready to purchase.",sales_or_contact,Concierge curated router examples
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,spam,UCI SMS Spam Collection
Quick question: What now?,ambiguous,Concierge curated router examples
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,UCI SMS Spam Collection
Quick question: Can you explain your return policy? Please.,faq,Concierge curated router examples
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,UCI SMS Spam Collection
Quick question: Do you provide support after purchase? Thanks.,faq,Concierge curated router examples
"Please, I need assistance. Can you help?",ambiguous,Concierge curated router examples
I want to talk to support. I appreciate it.,human_request,Concierge curated router examples
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,spam,UCI SMS Spam Collection
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam,UCI SMS Spam Collection
Quick question: I want to book an appointment. Please.,sales_or_contact,Concierge curated router examples
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam,UCI SMS Spam Collection
"Please, I have a question. Please.",ambiguous,Concierge curated router examples
"Hi, Please help me make a booking. Please.",sales_or_contact,Concierge curated router examples
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,UCI SMS Spam Collection
"Hi, What are your opening hours? Can you help?",faq,Concierge curated router examples
"Hi, I want to book an appointment. Please.",sales_or_contact,Concierge curated router examples
"Hello, Escalate my issue. I appreciate it.",human_request,Concierge curated router examples
FROM 88066 LOST £12 HELP,spam,UCI SMS Spam Collection
"Hello, I need a manager.",human_request,Concierge curated router examples
"Hi, This is confusing. I appreciate it.",ambiguous,Concierge curated router examples
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam,UCI SMS Spam Collection
I am not sure.,ambiguous,Concierge curated router examples
Maybe later. Thanks.,ambiguous,Concierge curated router examples
"Hi, What documents do I need?",faq,Concierge curated router examples
100 dating service cal;l 09064012103 box334sk38ch,spam,UCI SMS Spam Collection
I have a question. Thanks.,ambiguous,Concierge curated router examples
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam,UCI SMS Spam Collection
I want information. I appreciate it.,ambiguous,Concierge curated router examples
"Please, Not sure what I need. Can you help?",ambiguous,Concierge curated router examples
Quick question: Can you help me with this? I appreciate it.,ambiguous,Concierge curated router examples
Can you explain your return policy?,faq,Concierge curated router examples
"Hi, I want to talk to a human. Please.",human_request,Concierge curated router examples
Quick question: Can a staff member reply? Please.,human_request,Concierge curated router examples
"Hello, Do you provide support after purchase? Can you help?",faq,Concierge curated router examples
"Hi, Hi there. Please.",ambiguous,Concierge curated router examples
Can I see your menu? Thanks.,faq,Concierge curated router examples
Help. Please.,ambiguous,Concierge curated router examples
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,UCI SMS Spam Collection
Quick question: I am interested in buying your service. Can you help?,sales_or_contact,Concierge curated router examples
Quick question: Escalate my issue. I appreciate it.,human_request,Concierge curated router examples
"Hello, Escalate my issue. Can you help?",human_request,Concierge curated router examples
"Hello, I need help with my account and maybe booking too. Can you help?",ambiguous,Concierge curated router examples
Quick question: How does the booking process work?,faq,Concierge curated router examples
"Hi, Tell me more. Thanks.",ambiguous,Concierge curated router examples
"Hello, Tell me more. Thanks.",ambiguous,Concierge curated router examples
"Hello, Where are you located?",faq,Concierge curated router examples
Help.,ambiguous,Concierge curated router examples
"Please, What services do you provide? Can you help?",faq,Concierge curated router examples
"Hi, I am not sure. Thanks.",ambiguous,Concierge curated router examples
"Hello, Do you provide support after purchase?",faq,Concierge curated router examples
"Hello, I have a problem. I appreciate it.",ambiguous,Concierge curated router examples
"Please, Can you check this? Thanks.",ambiguous,Concierge curated router examples
Quick question: Can I speak with sales? Please.,sales_or_contact,Concierge curated router examples
I want to register for the service. Please.,sales_or_contact,Concierge curated router examples
Quick question: I want to schedule a consultation. Thanks.,sales_or_contact,Concierge curated router examples
"Hello, Can I reserve a spot for tomorrow?",sales_or_contact,Concierge curated router examples
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,UCI SMS Spam Collection
"Please, Do you have weekend appointments? Can you help?",faq,Concierge curated router examples
Escalate my issue. Thanks.,human_request,Concierge curated router examples
"Please, Hi there. Can you help?",ambiguous,Concierge curated router examples
"Hello, I want to request a demo. Thanks.",sales_or_contact,Concierge curated router examples
"Please, I want to talk to a human. Can you help?",human_request,Concierge curated router examples
How much does the service cost? Thanks.,faq,Concierge curated router examples
Quick question: What is included in the package? Can you help?,faq,Concierge curated router examples
Quick question: I have a question. I appreciate it.,ambiguous,Concierge curated router examples
Quick question: I want to request a demo. Can you help?,sales_or_contact,Concierge curated router examples
Quick question: Can you handle a few things for me? Please.,ambiguous,Concierge curated router examples
